idx,time_s,raw,distance_m,distance_mm
501,0.033000,63007,32.024585,32025
502,0.033000,62952,31.996630,31997
503,0.033000,58862,29.917804,29918
504,0.033000,24566,12.486167,12486
505,0.033000,24565,12.485659,12486
506,0.033000,16357,8.313777,8314
507,0.033000,53343,27.112661,27113
508,0.033000,56671,28.804184,28804
509,0.033000,60735,30.869794,30870
510,0.034000,60112,30.553142,30553
511,0.034000,51933,26.396000,26396
512,0.034000,49133,24.972843,24973
513,0.034000,49130,24.971318,24971
514,0.034000,32714,16.627553,16628
515,0.034000,41151,20.915830,20916
516,0.034000,47807,24.298876,24299
517,0.034000,55935,28.430097,28430
518,0.034000,54688,27.796284,27796
519,0.034000,38330,19.481999,19482
520,0.034000,32730,16.635686,16636
521,0.034000,32725,16.633144,16633
522,0.034000,65429,33.255615,33256
523,0.034000,16511,8.392050,8392
524,0.034000,29823,15.158144,15158
525,0.034000,43828,22.276469,22276
526,0.034000,46335,23.550703,23551
527,0.034000,43840,22.282568,22283
528,0.034000,11124,5.653998,5654
529,0.034000,65460,33.271371,33271
530,0.034000,65451,33.266797,33267
531,0.034000,65323,33.201738,33202
532,0.034000,33279,16.914726,16915
533,0.035000,59903,30.446914,30447
534,0.035000,26879,13.661796,13662
535,0.035000,22401,11.385762,11386
536,0.035000,22505,11.438622,11439
537,0.035000,65384,33.232743,33233
538,0.035000,65367,33.224102,33224
539,0.035000,65367,33.224102,33224
540,0.035000,767,0.389843,390
541,0.035000,54015,27.454218,27454
542,0.035000,53759,27.324101,27324
543,0.035000,44546,22.641407,22641
544,0.035000,44754,22.747127,22747
545,0.035000,65489,33.286111,33286
546,0.035000,65454,33.268322,33268
547,0.035000,65198,33.138205,33138
548,0.035000,1535,0.780195,780
549,0.035000,42495,21.598945,21599
550,0.035000,41982,21.338202,21338
551,0.035000,23813,12.103440,12103
552,0.035000,23973,12.184763,12185
553,0.035000,65187,33.132614,33133
554,0.035000,65117,33.097035,33097
555,0.036000,64605,32.836800,32837
556,0.036000,3070,1.560390,1560
557,0.036000,19454,9.887890,9888
558,0.036000,47428,24.106242,24106
559,0.036000,18428,9.366404,9366
560,0.036000,47627,24.207388,24207
561,0.036000,47947,24.370034,24370
562,0.036000,64839,32.955736,32956
563,0.036000,64954,33.014187,33014
564,0.036000,63931,32.494226,32494
565,0.036000,6141,3.121288,3121
566,0.036000,38909,19.776288,19776
567,0.036000,36857,18.733317,18733
568,0.036000,29719,15.105284,15105
569,0.036000,30615,15.560694,15561
570,0.036000,64399,32.732097,32732
571,0.036000,64116,32.588256,32588
572,0.036000,62071,31.548844,31549
573,0.036000,12283,6.243084,6243
574,0.036000,12282,6.242575,6243
575,0.036000,8178,4.156634,4157
576,0.036000,59439,30.211076,30211
577,0.036000,60975,30.991779,30992
578,0.036000,63007,32.024585,32025
579,0.037000,62952,31.996630,31997
580,0.037000,58862,29.917804,29918
581,0.037000,24566,12.486167,12486
582,0.037000,24565,12.485659,12486
583,0.037000,16357,8.313777,8314
584,0.037000,53343,27.112661,27113
585,0.037000,56671,28.804184,28804
586,0.037000,60735,30.869794,30870
587,0.037000,60112,30.553142,30553
588,0.037000,51933,26.396000,26396
589,0.037000,49133,24.972843,24973
590,0.037000,49130,24.971318,24971
591,0.037000,39498,20.075659,20076
592,0.037000,32714,16.627553,16628
593,0.037000,41151,20.915830,20916
594,0.037000,47807,24.298876,24299
595,0.037000,55935,28.430097,28430
596,0.037000,54688,27.796284,27796
597,0.037000,38330,19.481999,19482
598,0.038000,32730,16.635686,16636
599,0.038000,32725,16.633144,16633
600,0.038000,65429,33.255615,33256
601,0.038000,16511,8.392050,8392
602,0.038000,29823,15.158144,15158
603,0.038000,46335,23.550703,23551
604,0.038000,43840,22.282568,22283
605,0.038000,11124,5.653998,5654
606,0.038000,65460,33.271371,33271
607,0.038000,65451,33.266797,33267
608,0.038000,65323,33.201738,33202
609,0.038000,33279,16.914726,16915
610,0.038000,59903,30.446914,30447
611,0.038000,26879,13.661796,13662
612,0.038000,22401,11.385762,11386
613,0.038000,22505,11.438622,11439
614,0.038000,65384,33.232743,33233
615,0.039000,65367,33.224102,33224
616,0.039000,65367,33.224102,33224
617,0.039000,767,0.389843,390
618,0.039000,54015,27.454218,27454
619,0.039000,53759,27.324101,27324
620,0.039000,44546,22.641407,22641
621,0.039000,44754,22.747127,22747
622,0.039000,65489,33.286111,33286
623,0.039000,65454,33.268322,33268
624,0.039000,41647,21.167932,21168
625,0.039000,65198,33.138205,33138
626,0.039000,1535,0.780195,780
627,0.039000,42495,21.598945,21599
628,0.039000,41982,21.338202,21338
629,0.039000,23813,12.103440,12103
630,0.039000,23973,12.184763,12185
631,0.039000,65187,33.132614,33133
632,0.039000,65117,33.097035,33097
633,0.040000,64605,32.836800,32837
634,0.040000,3070,1.560390,1560
635,0.040000,19454,9.887890,9888
636,0.040000,18428,9.366404,9366
637,0.040000,47627,24.207388,24207
638,0.040000,47947,24.370034,24370
639,0.040000,64839,32.955736,32956
640,0.040000,64954,33.014187,33014
641,0.040000,63931,32.494226,32494
642,0.040000,6141,3.121288,3121
643,0.040000,38909,19.776288,19776
644,0.040000,36857,18.733317,18733
645,0.040000,29719,15.105284,15105
646,0.040000,30615,15.560694,15561
647,0.040000,64399,32.732097,32732
648,0.040000,64116,32.588256,32588
649,0.040000,62071,31.548844,31549
650,0.040000,12283,6.243084,6243
651,0.040000,12282,6.242575,6243
652,0.040000,8178,4.156634,4157
653,0.041000,59439,30.211076,30211
654,0.041000,60975,30.991779,30992
655,0.041000,63007,32.024585,32025
656,0.041000,62952,31.996630,31997
657,0.041000,9712,4.936321,4936
658,0.041000,58862,29.917804,29918
659,0.041000,24566,12.486167,12486
660,0.041000,24565,12.485659,12486
661,0.041000,16357,8.313777,8314
662,0.041000,53343,27.112661,27113
663,0.041000,56671,28.804184,28804
664,0.041000,60735,30.869794,30870
665,0.041000,60112,30.553142,30553
666,0.041000,51933,26.396000,26396
667,0.041000,49133,24.972843,24973
668,0.041000,49130,24.971318,24971
669,0.041000,32714,16.627553,16628
670,0.041000,41151,20.915830,20916
671,0.041000,47807,24.298876,24299
672,0.041000,55935,28.430097,28430
673,0.041000,54688,27.796284,27796
674,0.041000,38330,19.481999,19482
675,0.042000,32730,16.635686,16636
676,0.042000,32725,16.633144,16633
677,0.042000,65429,33.255615,33256
678,0.042000,16511,8.392050,8392
679,0.042000,29823,15.158144,15158
680,0.042000,46335,23.550703,23551
681,0.042000,43840,22.282568,22283
682,0.042000,11124,5.653998,5654
683,0.042000,65460,33.271371,33271
684,0.042000,65451,33.266797,33267
685,0.042000,65323,33.201738,33202
686,0.042000,33279,16.914726,16915
687,0.042000,59903,30.446914,30447
688,0.042000,26879,13.661796,13662
689,0.042000,22401,11.385762,11386
690,0.042000,22272,11.320195,11320
691,0.042000,22505,11.438622,11439
692,0.042000,65384,33.232743,33233
693,0.042000,65367,33.224102,33224
694,0.042000,65367,33.224102,33224
695,0.042000,767,0.389843,390
696,0.043000,54015,27.454218,27454
697,0.043000,53759,27.324101,27324
698,0.043000,44546,22.641407,22641
699,0.043000,44754,22.747127,22747
700,0.043000,65489,33.286111,33286
701,0.043000,65454,33.268322,33268
702,0.043000,65198,33.138205,33138
703,0.043000,1535,0.780195,780
704,0.043000,42495,21.598945,21599
705,0.043000,41982,21.338202,21338
706,0.043000,23813,12.103440,12103
707,0.043000,23973,12.184763,12185
708,0.043000,65187,33.132614,33133
709,0.043000,65117,33.097035,33097
710,0.043000,64605,32.836800,32837
711,0.043000,3070,1.560390,1560
712,0.043000,19454,9.887890,9888
713,0.043000,18428,9.366404,9366
714,0.043000,47627,24.207388,24207
715,0.044000,47947,24.370034,24370
716,0.044000,64839,32.955736,32956
717,0.044000,64954,33.014187,33014
718,0.044000,63931,32.494226,32494
719,0.044000,6141,3.121288,3121
720,0.044000,38909,19.776288,19776
721,0.044000,36857,18.733317,18733
722,0.044000,29719,15.105284,15105
723,0.044000,30720,15.614063,15614
724,0.044000,30615,15.560694,15561
725,0.044000,64399,32.732097,32732
726,0.044000,64116,32.588256,32588
727,0.044000,62071,31.548844,31549
728,0.044000,12283,6.243084,6243
729,0.044000,12282,6.242575,6243
730,0.044000,8178,4.156634,4157
731,0.045000,59439,30.211076,30211
732,0.045000,60975,30.991779,30992
733,0.045000,63007,32.024585,32025
734,0.045000,62952,31.996630,31997
735,0.045000,58862,29.917804,29918
736,0.045000,24566,12.486167,12486
737,0.045000,24565,12.485659,12486
738,0.045000,16357,8.313777,8314
739,0.045000,53343,27.112661,27113
740,0.045000,56671,28.804184,28804
741,0.045000,60735,30.869794,30870
742,0.045000,60112,30.553142,30553
743,0.045000,51933,26.396000,26396
744,0.045000,49133,24.972843,24973
745,0.045000,49130,24.971318,24971
746,0.045000,32714,16.627553,16628
747,0.045000,41151,20.915830,20916
748,0.046000,47807,24.298876,24299
749,0.046000,55935,28.430097,28430
750,0.046000,54688,27.796284,27796
751,0.046000,38330,19.481999,19482
752,0.046000,32730,16.635686,16636
753,0.046000,32725,16.633144,16633
754,0.046000,65429,33.255615,33256
755,0.046000,16511,8.392050,8392
756,0.046000,32768,16.655000,16655
757,0.046000,29823,15.158144,15158
758,0.046000,46335,23.550703,23551
759,0.046000,43840,22.282568,22283
760,0.046000,11124,5.653998,5654
761,0.046000,65460,33.271371,33271
762,0.046000,65451,33.266797,33267
763,0.047000,65323,33.201738,33202
764,0.047000,33279,16.914726,16915
765,0.047000,59903,30.446914,30447
766,0.047000,26879,13.661796,13662
767,0.047000,22401,11.385762,11386
768,0.047000,22505,11.438622,11439
769,0.047000,65384,33.232743,33233
770,0.047000,65367,33.224102,33224
771,0.047000,65367,33.224102,33224
772,0.047000,767,0.389843,390
773,0.047000,54015,27.454218,27454
774,0.047000,53759,27.324101,27324
775,0.047000,44546,22.641407,22641
776,0.047000,44754,22.747127,22747
777,0.047000,65489,33.286111,33286
778,0.047000,65454,33.268322,33268
779,0.047000,65198,33.138205,33138
780,0.047000,1535,0.780195,780
781,0.048000,42495,21.598945,21599
782,0.048000,41982,21.338202,21338
783,0.048000,23813,12.103440,12103
784,0.048000,23973,12.184763,12185
785,0.048000,65187,33.132614,33133
786,0.048000,65117,33.097035,33097
787,0.048000,64605,32.836800,32837
788,0.048000,3070,1.560390,1560
789,0.048000,2,0.001017,1
790,0.048000,19454,9.887890,9888
791,0.048000,18428,9.366404,9366
792,0.048000,47627,24.207388,24207
793,0.048000,47947,24.370034,24370
794,0.048000,64839,32.955736,32956
795,0.048000,64954,33.014187,33014
796,0.048000,63931,32.494226,32494
797,0.048000,6141,3.121288,3121
798,0.048000,38909,19.776288,19776
799,0.048000,36857,18.733317,18733
800,0.049000,29719,15.105284,15105
801,0.049000,30615,15.560694,15561
802,0.049000,64399,32.732097,32732
803,0.049000,64116,32.588256,32588
804,0.049000,62071,31.548844,31549
805,0.049000,12283,6.243084,6243
806,0.049000,12282,6.242575,6243
807,0.049000,8178,4.156634,4157
808,0.049000,59439,30.211076,30211
809,0.049000,60975,30.991779,30992
810,0.049000,63007,32.024585,32025
811,0.049000,62952,31.996630,31997
812,0.049000,58862,29.917804,29918
813,0.049000,24566,12.486167,12486
814,0.049000,24565,12.485659,12486
815,0.049000,16357,8.313777,8314
816,0.049000,53343,27.112661,27113
817,0.049000,56671,28.804184,28804
818,0.049000,60735,30.869794,30870
819,0.049000,60112,30.553142,30553
820,0.050000,51933,26.396000,26396
821,0.050000,49130,24.971318,24971
822,0.050000,45,0.022872,23
823,0.050000,49130,24.971318,24971
824,0.050000,32714,16.627553,16628
825,0.050000,41151,20.915830,20916
826,0.050000,47807,24.298876,24299
827,0.050000,55935,28.430097,28430
828,0.050000,54688,27.796284,27796
829,0.050000,38330,19.481999,19482
830,0.050000,32730,16.635686,16636
831,0.050000,32725,16.633144,16633
832,0.050000,65429,33.255615,33256
833,0.050000,16511,8.392050,8392
834,0.050000,29823,15.158144,15158
835,0.050000,46335,23.550703,23551
836,0.050000,43840,22.282568,22283
837,0.051000,11124,5.653998,5654
838,0.051000,65460,33.271371,33271
839,0.051000,65451,33.266797,33267
840,0.051000,65323,33.201738,33202
841,0.051000,33279,16.914726,16915
842,0.051000,59903,30.446914,30447
843,0.051000,26879,13.661796,13662
844,0.051000,22401,11.385762,11386
845,0.051000,22505,11.438622,11439
846,0.051000,65384,33.232743,33233
847,0.051000,65367,33.224102,33224
848,0.051000,65367,33.224102,33224
849,0.051000,767,0.389843,390
850,0.051000,54015,27.454218,27454
851,0.051000,53759,27.324101,27324
852,0.051000,44546,22.641407,22641
853,0.051000,44754,22.747127,22747
854,0.051000,65454,33.268322,33268
855,0.052000,465,0.236346,236
856,0.052000,65454,33.268322,33268
857,0.052000,65198,33.138205,33138
858,0.052000,1535,0.780195,780
859,0.052000,42495,21.598945,21599
860,0.052000,41982,21.338202,21338
861,0.052000,23813,12.103440,12103
862,0.052000,23973,12.184763,12185
863,0.052000,65187,33.132614,33133
864,0.052000,65117,33.097035,33097
865,0.052000,64605,32.836800,32837
866,0.052000,3070,1.560390,1560
867,0.052000,19454,9.887890,9888
868,0.052000,18428,9.366404,9366
869,0.052000,47627,24.207388,24207
870,0.052000,47947,24.370034,24370
871,0.052000,64839,32.955736,32956
872,0.053000,64954,33.014187,33014
873,0.053000,63931,32.494226,32494
874,0.053000,6141,3.121288,3121
875,0.053000,38909,19.776288,19776
876,0.053000,36857,18.733317,18733
877,0.053000,29719,15.105284,15105
878,0.053000,30615,15.560694,15561
879,0.053000,64399,32.732097,32732
880,0.053000,64116,32.588256,32588
881,0.053000,62071,31.548844,31549
882,0.053000,12283,6.243084,6243
883,0.053000,12282,6.242575,6243
884,0.053000,8178,4.156634,4157
885,0.053000,59439,30.211076,30211
886,0.053000,60975,30.991779,30992
887,0.054000,62950,31.995613,31996
888,0.054000,5663,2.878335,2878
889,0.054000,62952,31.996630,31997
890,0.054000,58862,29.917804,29918
891,0.054000,24566,12.486167,12486
892,0.054000,24565,12.485659,12486
893,0.054000,16357,8.313777,8314
894,0.054000,53343,27.112661,27113
895,0.054000,56671,28.804184,28804
896,0.054000,60735,30.869794,30870
897,0.054000,60112,30.553142,30553
898,0.054000,51933,26.396000,26396
899,0.054000,49133,24.972843,24973
900,0.055000,49130,24.971318,24971
901,0.055000,32714,16.627553,16628
902,0.055000,41151,20.915830,20916
903,0.055000,47807,24.298876,24299
904,0.055000,55935,28.430097,28430
905,0.055000,54688,27.796284,27796
906,0.055000,38330,19.481999,19482
907,0.055000,32730,16.635686,16636
908,0.055000,32725,16.633144,16633
909,0.055000,65429,33.255615,33256
910,0.055000,16511,8.392050,8392
911,0.055000,29823,15.158144,15158
912,0.055000,46335,23.550703,23551
913,0.055000,43840,22.282568,22283
914,0.055000,11124,5.653998,5654
915,0.055000,65460,33.271371,33271
916,0.055000,65451,33.266797,33267
917,0.056000,65323,33.201738,33202
918,0.056000,33279,16.914726,16915
919,0.056000,59903,30.446914,30447
920,0.056000,22376,11.373055,11373
921,0.056000,26879,13.661796,13662
922,0.056000,22401,11.385762,11386
923,0.056000,22505,11.438622,11439
924,0.056000,65384,33.232743,33233
925,0.056000,65367,33.224102,33224
926,0.056000,65367,33.224102,33224
927,0.056000,767,0.389843,390
928,0.056000,54015,27.454218,27454
929,0.056000,53759,27.324101,27324
930,0.056000,44546,22.641407,22641
931,0.056000,44754,22.747127,22747
932,0.056000,65489,33.286111,33286
933,0.057000,65454,33.268322,33268
934,0.057000,65198,33.138205,33138
935,0.057000,1535,0.780195,780
936,0.057000,42495,21.598945,21599
937,0.057000,41982,21.338202,21338
938,0.057000,23813,12.103440,12103
939,0.057000,23973,12.184763,12185
940,0.057000,65187,33.132614,33133
941,0.057000,65117,33.097035,33097
942,0.057000,64605,32.836800,32837
943,0.057000,3070,1.560390,1560
944,0.057000,19454,9.887890,9888
945,0.057000,18428,9.366404,9366
946,0.057000,47627,24.207388,24207
947,0.057000,47947,24.370034,24370
948,0.057000,64839,32.955736,32956
949,0.058000,64954,33.014187,33014
950,0.058000,63931,32.494226,32494
951,0.058000,6141,3.121288,3121
952,0.058000,38909,19.776288,19776
953,0.058000,29577,15.033110,15033
954,0.058000,36857,18.733317,18733
955,0.058000,29719,15.105284,15105
956,0.058000,30615,15.560694,15561
957,0.058000,64399,32.732097,32732
958,0.058000,64116,32.588256,32588
959,0.058000,62071,31.548844,31549
960,0.058000,12283,6.243084,6243
961,0.058000,12282,6.242575,6243
962,0.058000,8178,4.156634,4157
963,0.058000,59439,30.211076,30211
964,0.058000,60975,30.991779,30992
965,0.058000,63007,32.024585,32025
966,0.058000,62952,31.996630,31997
967,0.058000,58862,29.917804,29918
968,0.059000,24566,12.486167,12486
969,0.059000,24565,12.485659,12486
970,0.059000,16357,8.313777,8314
971,0.059000,53343,27.112661,27113
972,0.059000,56671,28.804184,28804
973,0.059000,60735,30.869794,30870
974,0.059000,60112,30.553142,30553
975,0.059000,51933,26.396000,26396
976,0.059000,49133,24.972843,24973
977,0.059000,49130,24.971318,24971
978,0.059000,32714,16.627553,16628
979,0.059000,41151,20.915830,20916
980,0.059000,47807,24.298876,24299
981,0.059000,55935,28.430097,28430
982,0.059000,54688,27.796284,27796
983,0.059000,38330,19.481999,19482
984,0.059000,32730,16.635686,16636
985,0.059000,32725,16.633144,16633
986,0.059000,13461,6.841826,6842
987,0.059000,65429,33.255615,33256
988,0.059000,16511,8.392050,8392
989,0.059000,29823,15.158144,15158
990,0.059000,46335,23.550703,23551
991,0.059000,43840,22.282568,22283
992,0.059000,11124,5.653998,5654
993,0.060000,65460,33.271371,33271
994,0.060000,65451,33.266797,33267
995,0.060000,65323,33.201738,33202
996,0.060000,33279,16.914726,16915
997,0.060000,59903,30.446914,30447
998,0.060000,26879,13.661796,13662
999,0.060000,22401,11.385762,11386
